WKT,gid,addr:housename,addr:housenumber,aeroway,amenity,brand,building,disused,layer,name,operator,ref,tourism
"POINT (-61.0829166 -27.0814424995038)","2017555917",,,,hospital,,,,,Hospital 9 De Julio,,,
"POINT (-60.9727885 -26.9543366995183)","4908311686",,"98",,hospital,,,,,Hospital General Belgrano,,,
"POINT (-60.4551888 -26.896908299525)","2015823264",,,,hospital,,,,,Puesto Sanitario B Bajo Hondo Chico,,,
"POINT (-60.4495602 -25.4089936997205)","2077401333",,,,hospital,,,,,Hospital El Espinillo,Provincial,,
"POINT (-60.6213167 -25.9466738996458)","7516193573",,"360",,hospital,,,,,Clinica Castelli S.r.l.,Privado,,
"POINT (-60.6208189 -25.9467506996458)","7516228925",,"585",,hospital,,,,,Clinica Vazquez,Privado,,
"POINT (-60.6172344 -25.9453901996459)","7516226002",,"560",,hospital,,,,,Sanatorio Lazara Valdez,Privado,,
"POINT (-60.6135487 -25.944628599646)","4137390604",,,,hospital,,,,,Unidad Sanitaria VI,,,
"POINT (-59.3679738 -26.3087164995977)","3741879737",,,,hospital,,,,,Hospital Regional Santiago Opizzo Traverso,,,
"POINT (-59.3671911 -26.1901386996132)","4530933392",,,,hospital,,,,,Hospital Villa dos Trece,,,
"POINT (-59.5973369 -26.1403912996198)","4249650117",,"488",,hospital,,,,,Hospital Rural Presidencia Roca,Provincial,,
"POINT (-59.6805544 -26.494385599574)","4213023829",,,,hospital,,,,,Hospital Doctor Carlos Harvey,Provincial,,
"POINT (-59.5615036 -26.804349699536)","4974285630",,,,hospital,,,,,,,,
"POINT (-59.6314486 -26.7000668995485)","1943176031",,,,hospital,,,,,Hospital Rivadavia,,,
"POINT (-59.5213577 -26.9267018995216)","2800312574",,"462",,hospital,,,,,Hospital Sargento Cabral,,,
"POINT (-59.446344 -27.1032853995014)","1950710738",,,,hospital,,,,,Hospital Doctor Carlos A. Delgado,Provincial,,
"POINT (-59.3787709 -27.1240386994991)","7502253007",,,,hospital,,,,,Hospital Doctor Angel Rodriguez Gusalli,Provincial,,
"POINT (-58.1639985 -26.1626900996169)","4486278737",,"641",,hospital,,,,,Centro de Salud Barrio San Agustín,,,
"POINT (-61.1577585 -33.0365747995333)","1877489706",,"2351",,hospital,,,,,Hospital San Carlos,Provincia de Santa Fe,,
"POINT (-61.1631417 -33.0438708995343)","1877489546",,,,hospital,,,,,Centro Medicos,,,
"POINT (-60.7384898 -32.7137020994895)","5183673036",,,,hospital,,,,,Catalina Salomón,,,
"POINT (-60.639805 -32.0587937994157)","9435315478",,,,hospital,,,,,Hospital Colonia De Salud Mental,,,
"POINT (-60.4652727 -32.0760751994173)","3917136414",,,,hospital,,,,,Dispensario y Primeros Auxilios,,,
"POINT (-60.2005076 -32.1711444994269)","6897045834",,"132",,hospital,,,,,Hospital Nuestra Seńora De Lujan,,,
"POINT (-60.2029657 -32.1774852994275)","4377736891",,,,hospital,,,,,Sanatório Evangélico,,,
"POINT (-60.5217 -31.7299999993864)","1042143763",,,,hospital,,,,,Hospital Materno Infantil San Roque,,,
"POINT (-60.5327903 -31.7531975993883)","5161890322",,,,hospital,,,,,Hospital De La Baxada: Doctora Teresa Ratto,,,
"POINT (-61.0782441 -31.5547032993729)","5227352478",,,,hospital,,,,,Sanatorio San Jerónimo Norte,,,
"POINT (-60.7482616 -31.1859552993496)","2946176288",,,,hospital,,,,,Samco,,,
"POINT (-60.5820468 -31.1126103993458)","1916541552",,,,hospital,,,,,,,,
"POINT (-60.1638198 -31.2015244993504)","9067704274",,,,hospital,,,,,SAMCO Cayastá,,,
"POINT (-60.0910433 -31.0997080993451)","4376693546",,"830",,hospital,,,,,Hospital Municipal,,,
"POINT (-60.2536132 -29.6901296993229)","2918738546",,,,hospital,,,,,Hospital Regional Nº 3,,,
"POINT (-59.8263048 -29.9107528993202)","3732363562",,,,hospital,,,,,"Hospital Rural Nº 11,",,,
"POINT (-59.4004417 -30.6867100993287)","9287039620",,,,hospital,,,,,Hospital Gregoria Perez,,,
"POINT (-59.934768 -30.5831751993259)","4177417889",,,,hospital,,,,,Hospital Guillermo Rawson,,,
"POINT (-59.9207029 -30.5616858993254)","3818021964",,,,hospital,,,,,Centro asistencial Colonia Criolla,,,
"POINT (-59.7922076 -30.9412421993378)","9427003178",,"1003",,hospital,,,,,Hospital Santa Elena,,,
"POINT (-59.9475889 -31.1832025993494)","3824853366",,,,hospital,,,,,Centro de Salud,,,
"POINT (-59.9908029 -31.2317834993521)","4224402697",,,,hospital,,,,,Hospital San Martín,,,
"POINT (-56.8146122 -29.4701148993279)","9530658071",,,,hospital,,,,,Hospital Daniel Vergara,,,
"POINT (-57.1060349 -29.7120928993226)","9530677197",,"1700",,hospital,,,,,Hospital San Jose,,,
"POINT (-58.0724443 -29.7889094993215)","4157319510",,"1849",,hospital,,,,,Hospital Militar Curuzú Cuatiá,,,
"POINT (-58.0632009 -29.7902889993214)","4108426866",,"1350",,hospital,,,,,Hospital Civil Dr. Fernando Irastorza,,,
"POINT (-58.7841052 -30.0933742993196)","4145282051",,"1407",,hospital,,,,,Hospital Santa Rosa,,,
"POINT (-56.6822216 -27.5814647994509)","9530703054",,,,hospital,,,,,Hospital Ricardo Billinghurst,,,
"POINT (-56.6659696 -27.5649306994526)","3836544150",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-56.7417765 -27.5093690994581)","9397815717",,,,hospital,,,,,Hospital César Simón Gauna,,,
"POINT (-58.8388841 -27.480580599461)","7509087025",,"1047",,hospital,,,,,Hospital Materno Neonatal Eloisa Torrent De Vidal,,,
"POINT (-58.8389959 -27.4794770994612)","9530690538",,"1050",,hospital,,,,,Hospital José Ramón Vidal,,,
"POINT (-58.8360724 -27.4754686994616)","9530704258",,,,hospital,,,,,Hospital Escuela José Francisco de San Martín,,,
"POINT (-58.5114662 -27.3705897994724)","9530719197",,,,hospital,,,,,Hospital Doctor Julio C. Rivero,,,
"POINT (-58.6242757 -27.4335854994659)","9627541233",,,,hospital,,,,,Centro de Salud Ingenio Primer Correntino,,,
"POINT (-58.8463676 -27.4292802994663)","2023168223",,,,hospital,,,,,Sala Primeros Auxilios Antequeras,,,
"POINT (-58.9712684 -27.4649220994626)","2374935591",,"1698",,hospital,,,,,Centro Médico Quirúrgico Resistencia,Privado,,
"POINT (-58.9915283 -27.4507361994641)","1373994448",,"268",,hospital,,,,,Sanatorio Galeno,,,
"POINT (-59.0138853 -27.452155999464)","2393442456",,"1486",,hospital,,,,,Sanatorio Chaco Oeste,Privado,,
"POINT (-59.2872561 -27.2114455994894)","2542347158",,,,hospital,,,,,Hospital General Donovan,Provincial,,
"POINT (-59.8600557 -27.6540775994439)","10269663282",,"205",,hospital,,,,,Hospital Rural,,,
"POINT (-59.2633936 -28.1460352994004)","4211439283",,,,hospital,,,,,Centro de salud Campo Hardy,,,
"POINT (-59.3508316 -28.4803420993756)","6811565985",,"2129",,hospital,,,,,SAMCO Villa Ocampo,,,
"POINT (-59.2471689 -29.1367476993394)","4303016237",,"550",,hospital,,,,,Hospital Zonal Goya,,,
"POINT (-59.5821351 -29.2339104993356)","4209601398",,RN A 009,,hospital,,,,,Centro de salud,,,
"POINT (-59.6464056 -29.1418501993392)","1689183402",,,,hospital,,,,,Centro de Especialidades Médicas SRL,,,
"POINT (-60.710633 -27.5732325994518)","7530330452",,"580",,hospital,,,,,Sanatorio Parque,Privado,,
"POINT (-61.1013436 -27.39350729947)","2052955367",,,,hospital,,,,,Puesto Sanitario B Pampa Landriel,,,
"POINT (-61.1944135 -27.2142926994891)","7500933451",,"541",,hospital,,,,,Clínica Giuliani,,,
"POINT (-61.1905618 -27.2169369994888)","7500933446",,"541",,hospital,,,,,Clinica Giuliani,Privado,,
"POINT (-61.6262947 -28.6211056993664)","3931596641",,"748",,hospital,,,,,Hospital S.A.M.CO. Villa Minetti,,,
"POINT (-61.4770029 -31.2440880993528)","4890088021",,"161",,hospital,,,,,Centro de Salud 8 Barrio Italia,Provincia de Santa Fe,,
"POINT (-61.4683239 -31.2533768993533)","3820663249",,,,hospital,,,,,"S.A.M.Co. ""Villa Rosas""",,,
"POINT (-61.564266 -30.946671799338)","2868769842",,"139",,hospital,,,,,Clínica de Especialidades Médicas (CEM),,,
"POINT (-61.5659318 -30.945059199338)","2868769841",,"69",,hospital,,,,,Clínica 10 de Setiembre,,,
"POINT (-61.5613453 -30.9420499993378)","2868769832",,"332",,hospital,,,,,SAMCo Doctor Amilcar Gorosito,Provincia de Santa Fe,,
"POINT (-61.5625059 -30.9472130993381)","2868769840",,"174",,hospital,,,,,Clínica Sunchales Doctor Plácido Tita,,,
"POINT (-61.5573408 -30.9433906993379)","2868769843",,,,hospital,,,,,"Sanatorio ""San Roque""",,,
"POINT (-64.7080373 -29.8061859993212)","7435661106",,,,hospital,,,,,Hospital Municipal Dr. Bercovich Rodriguez,,,
"POINT (-63.9448137 -29.7874469993215)","4011728271",,,,hospital,,,,,Hospital Municipal San Francisco Del Chañar,,,
"POINT (-63.9367061 -29.8500983993207)","7435661121",,,,hospital,,,,,Hospital Geriatrico Jose Julian Puente,,,
"POINT (-63.5951143 -30.3737927993218)","9842778580",,"427",,hospital,,,,,Hospital Municipal Doctor Cesar Gil Garro,,,
"POINT (-64.0900763 -30.9769866993393)","3545089891",,,,hospital,,,,,Hospital Vicente Agüero,,,
"POINT (-64.093806 -30.9815183993396)","3453809658",,,,hospital,,,,,Clínica San Isisdro,,,
"POINT (-64.4836916 -31.0942020993448)","4401245419",,,,hospital,,,,,Chalet Consultorios,,,
"POINT (-64.4840513 -31.0942665993448)","4401241561",,,,hospital,,,,,Consultorios Externos,,,
"POINT (-64.48499 -31.1003759993451)","3379032307",,,,hospital,,,,,Hospital de la Falda,,,
"POINT (-64.4820824 -31.1167346993459)","3378992029",,,,hospital,,,,,Dispensario,,,
"POINT (-64.8093942 -30.7216763993298)","2460974167",,,,hospital,,,,,Empresa Prior,,,
"POINT (-64.8051739 -30.7262826993299)","5851426655",,"80",,hospital,,,,,Cooperativa Servicios Públicos y Sociales Cruz del Eje Limitada,,,
"POINT (-64.801187 -30.72827369933)","6206449563",,,,hospital,,,,,Centro de Imágenes Cruz del Eje,,,
"POINT (-64.8013074 -30.72839829933)","2620932040",,,,hospital,,,,,Sanatorio María Isabel,,,
"POINT (-64.7875692 -30.7433712993304)","4677877320",,,,hospital,,,,,Secretaría,,,
"POINT (-64.7873973 -30.7436654993305)","8423554082",,,,hospital,,,,,Hospital Regional Aurelio Crespo,,,
"POINT (-64.7867455 -30.7434467993304)","4677877319",,,,hospital,,,,,Guardia Central,,,
"POINT (-64.7881146 -30.7419363993304)","5226549534",,,,hospital,,,,,Centro Médico del Sur,,,
"POINT (-64.7926706 -30.7377648993303)","8438683333",,,,hospital,,,,,Centro Integrador Comunitario (CIC),,,
"POINT (-64.7942592 -30.7312376993301)","2460986700",,,,hospital,,,,,Unidad Renal Sol,,,
"POINT (-64.7941308 -30.7313605993301)","5851334083",,,,hospital,,,,,Empresa Cabrera Servicios Médicos,,,
"POINT (-64.9936933 -30.8575623993345)","6211590846",,"451",,hospital,,,,,Hospital Municipal de Villa de Soto,,,
"POINT (-64.790991 -28.3682909993835)","7435661111",,,,hospital,,,,,Hospital De Transito Villa La Punta,,,
"POINT (-65.3255279 -28.9190943993495)","1763215892",,,,hospital,,,,,Establecimiento Sanitario Distrital Hospital Zonal De Icaño,,,
"POINT (-63.7849386 -28.6501942993646)","7365606743",,,,hospital,,,,,Hospital De Transito De Medellin,,,
"POINT (-63.8183289 -28.4967139993745)","2164900141",,,,hospital,,,,,Hospital Distrital Villa Atamisqui,,,
"POINT (-63.9475305 -28.2423943993928)","7366840555",,,,hospital,,,,,Hospital De Transito Brea Pozo,,,
"POINT (-64.5294144 -28.3787433993827)","7365617778",,,,hospital,,,,,Hospital De Transito Laprida,,,
"POINT (-64.3321581 -27.7129999994382)","6628624687",,,,hospital,,,,,PUESTO SANITARIO RAMON CARRILLO,,,
"POINT (-64.1922235 -27.652505799444)","3741350063",,,,hospital,,,,,Hospital Distrital Colonia El Simbolar,,,
"POINT (-64.700433 -27.2288179994875)","7404049737",,,,hospital,,,,,Hospital De Transito El Charco,,,
"POINT (-64.9636537 -27.3523351994743)","3741440405",,,,hospital,,,,,CAPS La Florida,,,
"POINT (-65.4048573 -27.0526860995071)","428845265",,"210",,hospital,,,,,Hospital Parajón Ortíz,,,
"POINT (-65.2189387 -26.8304336995329)","1240416098",,,,hospital,,,,,Galvez,,,
"POINT (-65.2087049 -26.8336508995325)","973396563",,,,hospital,,,,,Asistencia Pública,,,
"POINT (-65.2057405 -26.8344082995324)","973396559",,,,hospital,,,,,Clinica Mayo,,,
"POINT (-65.259193 -26.7949439995371)","5288226225",,,,hospital,,,,,Caps San José,,,
"POINT (-65.1826561 -26.9935455995138)","7367848155",,,,hospital,,,,,Hospital El Bracho,,,
"POINT (-65.3383233 -26.9294726995212)","4593415290",,,,hospital,,,,,Hospital Eliseo Canton Lules,,,
"POINT (-65.3079583 -27.0302836995096)","7367770020",,"250",,hospital,,,,,Hospital Centro De Salud Bella Vista Dr. Guillermo Salazar,,,
"POINT (-65.2607843 -27.1369892994976)","7360511626",,"300",,hospital,,,,,Hospital Santa Rosa de Leales,,,
"POINT (-64.3954063 -26.7220123995459)","7404049738",,,,hospital,,,,,Hospital Distrital El Bobadal,,,
"POINT (-65.274663 -26.1096089996239)","7404049734",,,,hospital,,,,,Hospital Santa Teresa,,,
"POINT (-65.9283239 -25.8924877996531)","1717160527",,,,hospital,,,,,Hospita San Carlos,,,
"POINT (-65.5090196 -25.5223094997044)","5122423921",,,,hospital,,,,,Hospital Guachipas,,,
"POINT (-65.4780594 -25.2800159997389)","5603147254",,,,hospital,,,,,Hospital Dr L.M. Anzoategui,,,
"POINT (-65.493701 -25.0794429997677)","7404158669",,,,hospital,,,,,Hospital San Rafael,,,
"POINT (-65.5349457 -25.1057970997639)","6867094238",,,,hospital,,,,,Hospital Dr. Villagran,,,
"POINT (-65.6470495 -24.9101561997922)","2245032826",,,,hospital,,,,,Hospital Doctor Francisco Herrera,,,
"POINT (-65.4159506 -24.7918505998095)","2083515187",,,,hospital,,,,,Clínica Santa Clara de Asís,,,
"POINT (-65.4161267 -24.7819365998109)","10749384231",,,,hospital,,,,,hospital,,,
"POINT (-65.4015744 -24.8011053998081)","3657251545",,"158",,hospital,,,,,Centro de salud Villa Soledad,Victoria Bravo,,
"POINT (-65.5125729 -24.8474826998014)","3743627366",,,,hospital,,,,,Centro de Salud San Luis,,,
"POINT (-65.5059405 -24.912073499792)","5139653978",,,,hospital,,,,,Centro de Salud n°4,,,
"POINT (-65.5662819 -24.9839597997815)","3837229383",,,,hospital,,,,,Centro de Salud,,,
"POINT (-65.5783191 -24.9838114997816)","2236232881",,"19",,hospital,,,,,Hospital Joaquín Corbalán,,,
"POINT (-65.4902219 -24.9725291997832)","2234847853",,,,hospital,,,,,Hospital Doctor Nicolás Lozano,,,
"POINT (-65.2537234 -24.2516518998885)","9217032661",,,,hospital,,,,,CAPS LA LOMA - DR. RENE FAVALORO,KARLS,,
"POINT (-65.2736101 -24.206596799895)","4218665608",,,,hospital,,,,,Centro de Salud Alberdi,,,
"POINT (-65.3088152 -24.1869347998979)","2897952985",,,,hospital,,,,,Centro Médico Jujuy,,,
"POINT (-65.2979259 -24.1874030998978)","4895934290",,,,hospital,,,,,Guardia del hospital San Roque,,,
"POINT (-65.401535 -24.1193797999078)","2025905845",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-65.0439041 -23.6110773999813)","4318216290",,,,hospital,,,,,Puesto de Salud de San Lucas,,,
"POINT (-65.1595854 -23.5651079999879)","2252363210",,,,hospital,,,,,puesto de salud,,,
"POINT (-64.7712977 -23.7785587999573)","2145279671",,,,hospital,,,,,Hospital de Calilegua,,,
"POINT (-64.7938295 -23.808073699953)","4111087627",,Mzna 369 Lote 8 Bª518 Viv.,,hospital,,,,,Doctor Ramon Carrillo,,,
"POINT (-64.3634913 -23.5565080999891)","7404158665",,,,hospital,,,,,Hospital Nuestra Señora Del Pilar,,,
"POINT (-64.3981862 -23.5558736999892)","7404158667",,,,hospital,,,,,Hospital Dr. Luis Gardel,,,
"POINT (-64.2436171 -23.2551464000317)","3823041396",,,,hospital,,,,,Sanidad,,,
"POINT (-64.2437411 -23.2551913000317)","3823041395",,,,hospital,,,,,,,,
"POINT (-64.2762367 -23.2448259000332)","2823669111",,,,hospital,,,,,Hospital Eva Perón,,,
"POINT (-64.4292806 -23.395286900012)","5258501455",,"524",,hospital,,,,,Hospital Dr. Elias Anna,,,
"POINT (-64.2217154 -23.3258108000218)","3360556665",,,,hospital,,,,,Hospital Doctor Vicente Arroyabe,,,
"POINT (-61.4606914 -24.0985217999108)","9551764801",,,,hospital,,,,,Hospital Los Chiriguanos,,,
"POINT (-61.2488251 -24.2482520998889)","9551824627",,,,hospital,,,,,Hospital Laguna Yema,,,
"POINT (-61.2441751 -24.2508863998886)","9551769556",,,,hospital,,,,,Hospital de Laguna Yema,,,
"POINT (-61.6900599 -24.4270321998628)","10282618585",,,,hospital,,,,,Hospital Doctor Arturo Humberto Illia,,,
"POINT (-62.2394421 -24.5611145998432)","7518337810",,,,hospital,,,,,Hospital Comandancia Frias Padre Severiano Ayastuy,Provincial,,
"POINT (-61.8440269 -25.1614702997559)","7515629621",,,,hospital,,,,,Hospital Fuerte Esperanza,Provincial,,
"POINT (-63.2641698 -25.6166446996912)","5102257821",,,,hospital,,,,,Hospital Rural Taco Pozo Dra. E Orellana,,,
"POINT (-60.2245922 -26.8785745995272)","4108568184",,"551",,hospital,,,,,Hospital Doctor Emilio Federico Rodriguez,,,
"POINT (-60.4427765 -26.7911564995376)","7472559078",,"634",,hospital,,,,,Instituto Privado Santa Maria,,,
"POINT (-59.9455323 -26.0466182996323)","5046651889",,,,hospital,,,,,Hospital viejo,,,
"POINT (-59.948159 -26.0535880996314)","4097219995",,,,hospital,,,,,Hospital Dante Tardelli,Provincial,,
"POINT (-59.85862 -25.2082568997491)","9551780487",,,,hospital,,,,,Hospital de Ibarreta,,,
"POINT (-59.61506 -25.3467951997293)","3826530347",,,,hospital,,,,,Sala De Primeros Auxilios De Colonia Aborigen Bartolome De Las Casas,,,
"POINT (-59.686938 -25.3358960997309)","9551780621",,,,hospital,,,,,Hospital de Comandante Fontana,,,
"POINT (-59.3381866 -25.5617570996989)","9551759849",,,,hospital,,,,,Hospital de Palo Santo,,,
"POINT (-59.1011303 -25.7318264996752)","9551775689",,"250",,hospital,,,,,Hospital de Pirané,,,
"POINT (-58.182929 -26.1808551996145)","4866638023",,,,hospital,,,,,Centro de Salud Independencia,,,
"POINT (-58.1682876 -26.1890165996134)","9551757397",,,,hospital,,,,,Hospital Central,,,
"POINT (-65.102211 -22.5099550001326)","7404158663",,,,hospital,,,,,Hospital Nazareno,,,
"POINT (-65.698703 -22.7241582001044)","5193918552",,"185",,hospital,,,,,"Hospital ""Nuestra Señora del Rosario""",,,
"POINT (-66.3318787 -21.9967233001969)","10578321107",,,,hospital,,,,,P.S. Rio Seco,Ministerio de Salud y Deportes,,
"POINT (-65.9830381 -26.06399579963)","1060435685",,,,hospital,,,,,,,,
"POINT (-65.9827057 -26.06338149963)","4221619601",,,,hospital,,,,,HOSPITAL NUESTRA SEÑORA SEÑORA DEL ROSARIO,,,
"POINT (-66.0687779 -26.8000676995365)","1899220607",,,,hospital,,,,,Hospital San José,,,
"POINT (-67.4083681 -26.0611919996304)","6865217812",,,,hospital,,,,,,,,
"POINT (-54.5736932 -25.6011829996934)","4424509850",,"142",,hospital,,,,,Hospital S.A.M.I.C. - Doctora Marta Schwartz,,,
"POINT (-54.5737491 -25.5961048996941)","10795637482",,,,hospital,,,,,Hospital turistico,,,
"POINT (-54.5972948 -26.4049772995854)","4424281147",,,,hospital,,,,,Hospital SAMIC Eldorado,,,
"POINT (-54.7050275 -26.4670587995775)","4424495431",,,,hospital,,,,,Hospital de Puerto Piray,,,
"POINT (-54.6043156 -26.2321944996077)","3648887420",,"12",,hospital,,,,,Hospital de Colonia Delicia,,,
"POINT (-54.687661 -27.0168157995112)","4425942392",,,,hospital,,,,,Hospital de Dos de Mayo,,ESCIG,
"POINT (-54.1078255 -26.6186911995585)","870955589",,,,hospital,,,,,Hospital de San Pedro,,,
"POINT (-55.1377098 -27.8688590994239)","6237978660",,"121",,hospital,,,,,Hospital de San Javier,,ESCIG,
"POINT (-55.1446834 -27.4921614994599)","4424289354",,,,hospital,,,,,Hospital SAMIC de Oberá,,,
"POINT (-54.9781561 -27.2040503994902)","4112790623",,"102",,hospital,,,,,Hospital de Campo Grande,,ESCIG,
"POINT (-55.5408046 -27.2556210994846)","4424482963",,"635",,hospital,,,,,Hospital de San Ignacio Doctor Heberto Valdovino,,ESCIG,
"POINT (-55.4987775 -27.6355420994457)","4425976260",,"900",,hospital,,,,,Hospital de Cerro Azul,,,
"POINT (-55.7452336 -27.4623675994629)","4424477989",,"836",,hospital,,,,,Hospital de Candelaria,,ESCIG,
"POINT (-55.8851719 -27.4328142994659)","7341453369",,"2020",,hospital,,,,,Hospital Monoclínico de Geriatría Miguel Lanus,,,
"POINT (-55.8695798 -27.4364014994656)","4423695520",,"1576",,hospital,,,,,Hospital Vírgen de Fátima,,,
"POINT (-55.8886844 -27.3825457994711)","7473661613",Centro de Oncología y Terapia Radiante,"3400",,hospital,,,,,Centro de Oncología y Terapia Radiante,,,
"POINT (-55.890341 -27.3826577994711)","7473661615",,"110",,hospital,,,,,"Hospital de Pediatría ""Doctor Fernando Barreyro""",,,
"POINT (-55.9517547 -27.3986614994695)","1698683341",,"7300",,hospital,,,,,Hospital De Enfermedades Transmisibles Doctor Pedro Baliña,,,
"POINT (-55.9522089 -27.3981823994695)","1698682689",,"7350",,hospital,,,,,Hospital De Rehabilitacion En Salud Mental - Dr. Ramon Carrillo,,,
"POINT (-55.6759733 -28.0611285994073)","7341502567",,,,hospital,,,,,Hospital de Azara,,,
"POINT (-64.8836248 -24.2351046998909)","3816478764",,,,hospital,,,,,CAP,Hospital Guillermo C. Paterson,,
"POINT (-64.8607692 -24.2185658998933)","4106689415",,,,hospital,,,,,Sala de Primeros Auxilios B°Providencia,Patricia Salazar,,
"POINT (-64.8362388 -24.2282358998919)","6953861208",,,,hospital,,,,,Hospital de la Nueva Esperanza,,,
"POINT (-64.8062716 -24.2173904998935)","4493539819",,,,hospital,,,,,,,,
"POINT (-65.5737242 -23.6680068999732)","4384644211",,,,hospital,,,,,Punto de Salud,Ministerio de Salud,,
"POINT (-65.4112425 -23.6312769999784)","4218409613",,,,hospital,,,,,Hospital Maimará,,,
"POINT (-65.395278 -23.5758207999864)","2132059361",,,,hospital,,,,,Hospital Doctor Salvador Mazza,,,
"POINT (-64.9526205 -23.6212733999799)","2835019720",,,,hospital,,,,,,,,
"POINT (-64.0987269 -23.2061240000386)","5245125846",,,,hospital,,,,,Hospital San Roque,,,
"POINT (-63.845462 -23.2181922000369)","3369580672",,,,hospital,,,,,Mini Hospital de Padre Lozano,,,
"POINT (-63.9941412 -24.4382656998612)","2135293845",,,,hospital,,,,,Hospital Doctor Mario Villafañe,,,
"POINT (-64.1959055 -24.726536599819)","5260976049",,"184",,hospital,,,,,Hospital Esperanza De Aguirre,,,
"POINT (-62.8308227 -25.8010100996657)","2517671780",,,,hospital,,,,,Sanatorio Maguna,,,
"POINT (-62.8307944 -25.8049694996651)","2519402129",,"391",,hospital,,,,,Clinica La Natividad,,,
"POINT (-62.8473959 -26.5831355995629)","7344434605",,,,hospital,,,,,Hospital Zonal Campo Gallo,,,
"POINT (-63.5553285 -26.6869347995501)","7435661116",,,,hospital,,,,,Hospital De Transito Santos Lugares,,,
"POINT (-60.83623 -26.8017052995363)","4103707239",,,,hospital,,,,,Hospital Doctor Enrique Sagarduy,,,
"POINT (-60.7297597 -26.68809339955)","10126756216",,,,hospital,,,,,Hospital Doctor Ezequiel Morante,,,
"POINT (-60.6333196 -27.1761063994933)","1925773088",,,,hospital,,,,,Puesto Sanitario A,,,
"POINT (-60.5876084 -27.1136162995002)","2035709830",,,,hospital,,,,,Hospital La Tigra,,,
"POINT (-60.5876588 -27.1137288995002)","4501551138",,,,hospital,,,,,"Puesto sanitario ""A"" La Tigra",Mara Cardozo,,
"POINT (-60.5874743 -27.1136126995002)","4501551137",,,,hospital,,,,,"Puesto Sanitario ""A"" La Tigra",,,
"POINT (-60.2065306 -26.9531476995185)","1933583542",,,,hospital,,,,,Hospital Colonia Aborígen,,,
"POINT (-60.164399 -26.5179872995711)","4216186862",,,,hospital,,,,,Centro de Salud La Pampita,,,
"POINT (-60.1642724 -26.5176043995711)","4216186858",,,,hospital,,,,,"Escuela N° 478 Angel Evaristo Palomino""",Lote 17 La Matanza,,
"POINT (-60.1654104 -26.454657699579)","4216073817",,,,hospital,,,,,Albergue del Colegio Secundario,,,hostel
"POINT (-60.3342319 -26.3411336995936)","2015823030",,,,hospital,,,,,Centro De Salud,,,
"POINT (-60.4352786 -26.345312699593)","3687341773",,"834",,hospital,,,,,Hospital Doctor Jorge Oscar Vázquez,,,
"POINT (-60.9459768 -26.5979747995611)","10052531067",,"535",,hospital,,,,,Hospital Enfermero Ramon Alvarez Concepcion Del Bermejo,,,
"POINT (-61.1765439 -26.502614799573)","4097727223",,,,hospital,,,,,Hospital Almirante Brown,,,
"POINT (-59.1238801 -25.7364607996745)","4213023828",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-59.0744972 -26.2027808996116)","3586617396",,,,hospital,,,,,Hospital Doctor Justo Pastor Monjelos Benitez,,,
"POINT (-59.330267 -26.5369094995687)","2023698988",,,,hospital,,,,,Hospital Felix Anselmo Pertile,Provincial,,
"POINT (-59.3411091 -26.5382153995685)","3819892156",,"470",,hospital,,,,,Clínica San Ramon,Privado,,
"POINT (-58.6724168 -26.6240626995578)","9551807525",,,,hospital,,,,,Hospital de Villa Escolar,,,
"POINT (-58.6298961 -26.2389838996068)","9551790212",,,,hospital,,,,,Hospital Misión Laishi,,,
"POINT (-58.2214099 -26.1934474996128)","4872228122",,,,hospital,,,,,Centro de Salud Liborsi,,,
"POINT (-58.2369078 -26.2052128996112)","9551793327",,,,hospital,,,,,,,,
"POINT (-58.2354595 -26.1823567996143)","9340817968",,,,hospital,,,,,Sipec Lote 111 Base,,,
"POINT (-58.1942262 -26.1847807996139)","4872228123",,,,hospital,,,,,Centro de Salud Guadalupe,,,
"POINT (-58.1693178 -26.1928468996129)","3473133692",,,,hospital,,,,,C.E.T.E.M.,,,
"POINT (-58.1746997 -26.1929608996128)","4531953490",,,,hospital,,,,,Hospital de la Madre y el Niño,,,
"POINT (-58.1784377 -26.1962694996124)","4872228421",,,,hospital,,,,,Centro de Salud Villa Hermosa,,,
"POINT (-57.752474 -25.2895771997375)","4408062289",,,,hospital,,,,,Centro de Salud Doctor Ramon Carrillo,,,
"POINT (-59.0262046 -24.939475299788)","9551790546",,,,hospital,,,,,,,,
"POINT (-59.4891541 -24.7534301998151)","5061008731",,,,hospital,,,,,Hospital Rural,,,
"POINT (-59.501967 -24.7505227998155)","5061110182",,,,hospital,,,,,,,,
"POINT (-60.0941194 -25.049877499772)","9551801480",,,,hospital,,,,,"Hospital Caritas-Claritas “Francescane Missionarie Di Gesu Bambino""",,,
"POINT (-60.0955478 -25.0528070997716)","3740615287",,,,hospital,,,,,Ex hospital de E. del Campo,,,
"POINT (-60.3221721 -24.9027430997933)","9551776643",,,,hospital,,,,,Hospital de Pozo del Tigre,,,
"POINT (-60.5947899 -24.7033303998224)","9551745758",,,,hospital,,,,,Hospital Distrital 2 Las Lomitas,,,
